Transaction ID,Fraud Risk Score,Risk Category,Predicted Typology,Typology Probability Distribution,Key Risk Drivers
TXNNKB39A2C8VSOIBW3,0.78,Low Risk,Funnel Account Network,"{'Funnel Account Network': 51.77, 'Circular Transaction Loop': 29.78, 'Money Mule Network': 8.81}",transaction_amount (0.81) | hr (-0.44) | transaction_status (0.43)
TXNO72WJIHIJUU9PM2D,0.09,Low Risk,Charity Abuse,"{'Charity Abuse': 47.51, 'Funnel Account Network': 45.54, 'Structuring (Smurfing)': 2.97}",transaction_amount (-1.40) | cp_fraud_rate_hist (-0.39) | transaction_status (0.31)
TXNV4W1R4RKJ0J3ENZQ,0.01,Low Risk,Charity Abuse,"{'Charity Abuse': 52.4, 'Funnel Account Network': 14.55, 'Money Mule Network': 12.87}",sender_running_balance_txn_amount (-0.70) | cp_fraud_rate_hist (0.41) | transaction_status (0.36)
TXNCKEVOZR1GGOAGP2O,60.58,Critical Risk,Charity Abuse,"{'Charity Abuse': 51.84, 'Funnel Account Network': 35.76, 'Money Mule Network': 5.01}",cp_fraud_rate_hist (1.07) | transaction_amount (0.51) | transaction_status (0.43)
TXN12IRPHYZ4JG198S8,0.11,Low Risk,Funnel Account Network,"{'Funnel Account Network': 91.91, 'Charity Abuse': 3.61, 'Structuring (Smurfing)': 2.83}",transaction_amount (-0.85) | acct_fraud_rate_hist (0.57) | transaction_status (0.33)
TXNBQXV2F3YR9KGRD4B,0.0,Low Risk,Funnel Account Network,"{'Funnel Account Network': 51.99, 'Charity Abuse': 20.51, 'Rapid Multi-Hop Layering': 9.93}",transaction_mode_channel_bank (-0.69) | cp_fraud_rate_hist (0.45) | acct_fraud_rate_hist (0.38)
TXNJOQRW70WPJ6HEVKX,0.15,Low Risk,Funnel Account Network,"{'Funnel Account Network': 60.53, 'Charity Abuse': 17.64, 'Structuring (Smurfing)': 8.35}",transaction_amount (-0.99) | acct_fraud_rate_hist (0.55) | transaction_mode_channel_bank (-0.39)
TXNT0EGD561DMV98S11,0.01,Low Risk,Funnel Account Network,"{'Funnel Account Network': 49.04, 'Charity Abuse': 47.02, 'Structuring (Smurfing)': 1.86}",transaction_amount (-1.06) | acct_fraud_rate_hist (0.55) | transaction_mode_channel_bank (-0.43)
TXNN57ALGWH5NN8W8DH,0.02,Low Risk,Charity Abuse,"{'Charity Abuse': 54.41, 'Funnel Account Network': 32.88, 'Structuring (Smurfing)': 10.88}",acct_fraud_rate_hist (0.52) | transaction_status (0.37) | hr (-0.33)
TXNJ6YV9CIQMNC0BJQ6,0.12,Low Risk,Charity Abuse,"{'Charity Abuse': 70.22, 'Funnel Account Network': 21.66, 'Structuring (Smurfing)': 7.65}",transaction_amount (-1.01) | acct_fraud_rate_hist (0.39) | transaction_mode_channel_bank (-0.37)
TXNWSV3W788LUH924J2,0.4,Low Risk,Charity Abuse,"{'Charity Abuse': 76.63, 'Funnel Account Network': 20.16, 'Structuring (Smurfing)': 2.38}",transaction_amount (-1.36) | acct_fraud_rate_hist (0.37) | transaction_status (0.33)
TXNPYRNV8HQ358OMI2T,0.18,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 38.11, 'Money Mule Network': 28.57, 'Circular Transaction Loop': 15.05}",transaction_amount (0.62) | transaction_status (0.38) | cp_fraud_rate_hist (-0.35)
TXNNDER3O6MDW88KR40,0.01,Low Risk,Funnel Account Network,"{'Funnel Account Network': 50.79, 'Charity Abuse': 48.67, 'Structuring (Smurfing)': 0.23}",transaction_amount (-1.02) | transaction_mode_channel_bank (-0.43) | transaction_status (0.34)
TXNK04WVW8LGG8H6EHQ,0.01,Low Risk,Charity Abuse,"{'Charity Abuse': 61.2, 'Funnel Account Network': 36.83, 'Structuring (Smurfing)': 1.73}",transaction_amount (-1.47) | acct_fraud_rate_hist (0.42) | transaction_status (0.34)
TXN1XDMVTQ6L6E23KQJ,0.09,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 50.67, 'Funnel Account Network': 36.78, 'Charity Abuse': 11.22}",transaction_amount (-1.12) | transaction_status (0.30) | acct_fraud_rate_hist (-0.29)
TXNQESRBTECWO6NR4SV,97.93,Critical Risk,Circular Transaction Loop,"{'Circular Transaction Loop': 30.68, 'Third-Party Payment Web': 25.56, 'Money Mule Network': 22.53}",transaction_amount (0.74) | cp_fraud_rate_hist (0.70) | transaction_status (0.44)
TXNJKC0Y11K0D0NDBEJ,0.0,Low Risk,Charity Abuse,"{'Charity Abuse': 49.19, 'Funnel Account Network': 42.41, 'Structuring (Smurfing)': 6.12}",transaction_amount (0.70) | cp_fraud_rate_hist (0.41) | transaction_status (0.38)
TXNII808I3WIXUF9KZ2,0.02,Low Risk,Charity Abuse,"{'Charity Abuse': 61.67, 'Funnel Account Network': 35.01, 'Structuring (Smurfing)': 2.52}",transaction_amount (-1.26) | acct_fraud_rate_hist (0.45) | hr (-0.35)
TXNO09A6SEPL4XUWR56,0.04,Low Risk,Charity Abuse,"{'Charity Abuse': 26.7, 'Money Mule Network': 21.06, 'Third-Party Payment Web': 20.64}",transaction_amount (0.75) | transaction_mode_channel_bank (0.52) | transaction_status (0.41)
TXNSYQLQOYN0FI9R40W,0.39,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 49.29, 'Money Mule Network': 22.67, 'Circular Transaction Loop': 18.59}",transaction_amount (1.03) | acct_fraud_rate_hist (0.44) | transaction_status (0.42)
TXNQXV6PQEEZWXUX463,0.87,Low Risk,Money Mule Network,"{'Money Mule Network': 54.78, 'Rapid Multi-Hop Layering': 20.11, 'Funnel Account Network': 11.72}",transaction_amount (0.69) | transaction_status (0.41) | transaction_mode_channel_bank (-0.41)
TXNF8RXYTFAPJ05ZFF0,98.28,Critical Risk,Circular Transaction Loop,"{'Circular Transaction Loop': 32.28, 'Charity Abuse': 24.19, 'Third-Party Payment Web': 19.78}",transaction_amount (0.65) | cp_fraud_rate_hist (0.57) | transaction_mode_channel_bank (0.45)
TXNBJYS3OMCLOVSWR45,0.13,Low Risk,Funnel Account Network,"{'Funnel Account Network': 50.79, 'Charity Abuse': 44.93, 'Structuring (Smurfing)': 3.54}",transaction_amount (-1.31) | acct_fraud_rate_hist (0.46) | transaction_status (0.33)
TXN6LAM0J3XVXSYQ21H,0.02,Low Risk,Money Mule Network,"{'Money Mule Network': 49.71, 'Funnel Account Network': 32.35, 'Rapid Multi-Hop Layering': 12.06}",transaction_amount (0.73) | hr (-0.66) | cp_fraud_rate_hist (-0.50)
TXNGUYJAXWDO9MY7XFH,0.13,Low Risk,Funnel Account Network,"{'Funnel Account Network': 94.52, 'Charity Abuse': 3.93, 'Pass-Through Transit Hub': 0.79}",transaction_amount (-0.99) | acct_fraud_rate_hist (0.42) | transaction_mode_channel_bank (-0.33)
TXNOVQ2CJB654H6G79V,0.65,Low Risk,Money Mule Network,"{'Money Mule Network': 43.35, 'Circular Transaction Loop': 27.24, 'Rapid Multi-Hop Layering': 13.89}",transaction_amount (0.84) | transaction_status (0.43) | transaction_mode_channel_bank (0.34)
TXNMXITAKX6P386KBHH,0.02,Low Risk,Charity Abuse,"{'Charity Abuse': 41.76, 'Circular Transaction Loop': 19.98, 'Money Mule Network': 14.19}",transaction_amount (0.59) | cp_fraud_rate_hist (0.57) | transaction_mode_channel_bank (0.46)
TXNN9383E02FSQ0J8S0,71.78,Critical Risk,Money Mule Network,"{'Money Mule Network': 54.12, 'Circular Transaction Loop': 22.78, 'Rapid Multi-Hop Layering': 12.44}",transaction_amount (0.79) | transaction_mode_channel_bank (0.43) | transaction_status (0.42)
TXNEGECSEJ942XV7LGM,98.87,Critical Risk,Charity Abuse,"{'Charity Abuse': 37.33, 'Money Mule Network': 20.65, 'Third-Party Payment Web': 17.26}",cp_fraud_rate_hist (0.55) | transaction_amount (0.48) | transaction_mode_channel_bank (0.46)
TXNE88CQJGNL38XC4GQ,0.0,Low Risk,Money Mule Network,"{'Money Mule Network': 37.78, 'Rapid Multi-Hop Layering': 26.41, 'Funnel Account Network': 16.32}",transaction_amount (0.73) | transaction_status (0.39) | cp_fraud_rate_hist (-0.28)
TXNJW47DKWDXU15Y3A0,1.19,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 33.22, 'Money Mule Network': 27.6, 'Charity Abuse': 18.81}",transaction_amount (0.55) | transaction_status (0.42) | transaction_mode_channel_bank (0.38)
TXNBHTGZW44Z4PNR1X8,0.1,Low Risk,Funnel Account Network,"{'Funnel Account Network': 96.3, 'Structuring (Smurfing)': 1.74, 'Charity Abuse': 1.56}",transaction_amount (-1.10) | acct_fraud_rate_hist (0.38) | transaction_status (0.33)
TXNRL75QR24SP926EZJ,0.15,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 38.72, 'Money Mule Network': 35.7, 'Funnel Account Network': 8.86}",transaction_amount (0.88) | hr (-0.43) | transaction_status (0.38)
TXNAGIMQ4VWRZ3E45X4,0.09,Low Risk,Funnel Account Network,"{'Funnel Account Network': 90.22, 'Charity Abuse': 4.44, 'Pass-Through Transit Hub': 2.64}",transaction_amount (-0.92) | acct_fraud_rate_hist (0.38) | transaction_mode_channel_bank (-0.33)
TXN2UV8U1N6OGZSQZ0M,0.65,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 53.72, 'Money Mule Network': 26.47, 'Funnel Account Network': 16.63}",transaction_amount (0.64) | transaction_status (0.38) | hr (-0.27)
TXN2ZMV89JEJLR230LN,0.08,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 56.97, 'Funnel Account Network': 22.72, 'Charity Abuse': 12.81}",transaction_amount (-1.42) | cp_fraud_rate_hist (-0.39) | transaction_status (0.32)
TXNHTQPYRCWWW2EPFX1,0.03,Low Risk,Circular Transaction Loop,"{'Circular Transaction Loop': 30.31, 'Money Mule Network': 29.96, 'Charity Abuse': 22.03}",transaction_amount (0.65) | cp_fraud_rate_hist (-0.49) | transaction_status (0.43)
TXNXGF72AO80CLWSJ5P,92.66,Critical Risk,Circular Transaction Loop,"{'Circular Transaction Loop': 62.25, 'Third-Party Payment Web': 12.16, 'Money Mule Network': 8.11}",transaction_amount (0.77) | cp_fraud_rate_hist (0.47) | transaction_mode_channel_bank (0.47)
TXN2404TF3T381T166M,0.07,Low Risk,Funnel Account Network,"{'Funnel Account Network': 85.71, 'Charity Abuse': 14.24, 'Circular Transaction Loop': 0.01}",transaction_status (-5.35) | transaction_amount (-0.61) | cp_fraud_rate_hist (0.44)
TXN2DIYOFZU0IRI7TAR,0.03,Low Risk,Charity Abuse,"{'Charity Abuse': 78.45, 'Funnel Account Network': 21.05, 'Structuring (Smurfing)': 0.3}",transaction_amount (-1.40) | acct_fraud_rate_hist (0.39) | transaction_status (0.33)
TXN6AQ1L9DH35RGZ01X,0.36,Low Risk,Funnel Account Network,"{'Funnel Account Network': 85.84, 'Charity Abuse': 13.16, 'Structuring (Smurfing)': 0.74}",transaction_amount (-1.10) | acct_fraud_rate_hist (0.38) | transaction_mode_channel_bank (-0.36)
TXNNLCV7ZEFV79BKY5I,32.1,High Risk,Third-Party Payment Web,"{'Third-Party Payment Web': 69.14, 'Money Mule Network': 11.33, 'Charity Abuse': 9.6}",transaction_amount (0.85) | transaction_mode_channel_bank (0.52) | transaction_status (0.43)
TXNRVKMHGPLAZDUTM00,12.15,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 41.29, 'Money Mule Network': 29.47, 'Circular Transaction Loop': 18.09}",transaction_amount (0.64) | transaction_status (0.40) | acct_fraud_rate_hist (0.27)
TXNBV9NT5ETXQHYF3R1,56.48,Critical Risk,Third-Party Payment Web,"{'Third-Party Payment Web': 55.0, 'Money Mule Network': 17.58, 'Rapid Multi-Hop Layering': 13.02}",transaction_amount (0.87) | transaction_mode_channel_bank (0.51) | transaction_status (0.42)
TXNKD6NUQ269LIURWMB,0.08,Low Risk,Funnel Account Network,"{'Funnel Account Network': 59.04, 'Structuring (Smurfing)': 36.39, 'Pass-Through Transit Hub': 3.13}",transaction_amount (-0.92) | transaction_status (0.31) | transaction_mode_channel_bank (-0.27)
TXNES4P4CWCTK8Q63WB,0.01,Low Risk,Funnel Account Network,"{'Funnel Account Network': 91.78, 'Charity Abuse': 8.09, 'Rapid Multi-Hop Layering': 0.06}",transaction_amount (-1.24) | hr (-0.43) | cp_degree_centrality (0.36)
TXN47KLDPXXMNN7SECJ,0.08,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 53.81, 'Funnel Account Network': 26.61, 'Charity Abuse': 9.15}",transaction_amount (-1.03) | transaction_mode_channel_bank (-0.33) | transaction_status (0.31)
TXNNRZYEFBENQIEXZC5,0.05,Low Risk,Charity Abuse,"{'Charity Abuse': 68.54, 'Funnel Account Network': 20.38, 'Structuring (Smurfing)': 9.42}",transaction_amount (-1.35) | acct_fraud_rate_hist (0.46) | transaction_status (0.34)
TXNUJQ61U26ATTBALFA,0.0,Low Risk,Charity Abuse,"{'Charity Abuse': 79.87, 'Funnel Account Network': 20.02, 'Structuring (Smurfing)': 0.08}",transaction_amount (-1.37) | cp_fraud_rate_hist (0.86) | cp_degree_centrality (0.42)
TXN9TSWIRHXYOIQ519X,95.8,Critical Risk,Money Mule Network,"{'Money Mule Network': 54.48, 'Third-Party Payment Web': 19.64, 'Charity Abuse': 12.25}",transaction_amount (0.74) | transaction_status (0.43) | cp_fraud_rate_hist (0.39)
TXNTUKKUIA0LN9DSG8O,0.09,Low Risk,Funnel Account Network,"{'Funnel Account Network': 57.25, 'Charity Abuse': 36.63, 'Pass-Through Transit Hub': 3.88}",transaction_amount (-1.09) | transaction_mode_channel_bank (-0.37) | cp_mean_amt_hist (-0.32)
TXNRB7HHQD9W5HR3HJC,1.44,Low Risk,Charity Abuse,"{'Charity Abuse': 50.07, 'Funnel Account Network': 27.54, 'Third-Party Payment Web': 18.28}",cp_fraud_rate_hist (-0.53) | transaction_status (0.40) | cp_degree_centrality (0.36)
TXNARFGZWG2NHW7HDQ0,0.15,Low Risk,Funnel Account Network,"{'Funnel Account Network': 56.57, 'Charity Abuse': 17.49, 'Structuring (Smurfing)': 13.28}",transaction_amount (-0.98) | transaction_mode_channel_bank (-0.30) | transaction_status (0.30)
TXNLDMYMPH1BON8QTCN,0.31,Low Risk,Funnel Account Network,"{'Funnel Account Network': 91.14, 'Charity Abuse': 7.45, 'Structuring (Smurfing)': 0.71}",transaction_amount (-1.19) | acct_fraud_rate_hist (0.43) | transaction_status (0.33)
TXNTVBI5OZ1TZ226SSN,5.89,Low Risk,Money Mule Network,"{'Money Mule Network': 52.05, 'Charity Abuse': 19.25, 'Rapid Multi-Hop Layering': 12.08}",transaction_amount (0.66) | transaction_status (0.41) | cp_fraud_rate_hist (-0.35)
TXNVBC6I3CAU682DXQW,1.57,Low Risk,Money Mule Network,"{'Money Mule Network': 79.36, 'Rapid Multi-Hop Layering': 13.78, 'Funnel Account Network': 3.42}",transaction_amount (0.69) | transaction_mode_channel_bank (-0.43) | transaction_status (0.40)
TXNBBHCITJZ44D87JBL,0.1,Low Risk,Funnel Account Network,"{'Funnel Account Network': 57.06, 'Charity Abuse': 41.29, 'Structuring (Smurfing)': 0.96}",transaction_amount (-1.25) | hr (-0.40) | transaction_status (0.32)
TXNYGYO4ZYRO89AYCAL,0.05,Low Risk,Money Mule Network,"{'Money Mule Network': 50.99, 'Rapid Multi-Hop Layering': 43.29, 'Circular Transaction Loop': 3.95}",transaction_amount (0.72) | transaction_status (0.41) | hr (-0.36)
TXNRNTRP0MPCYZBS28K,1.32,Low Risk,Money Mule Network,"{'Money Mule Network': 46.04, 'Third-Party Payment Web': 26.34, 'Charity Abuse': 17.99}",cp_fraud_rate_hist (0.56) | transaction_mode_channel_bank (0.46) | transaction_status (0.42)
TXNZPQT079AN49T3SJ2,0.15,Low Risk,Funnel Account Network,"{'Funnel Account Network': 61.1, 'Structuring (Smurfing)': 30.04, 'Charity Abuse': 7.82}",transaction_amount (-1.23) | transaction_status (0.30) | acct_fraud_rate_hist (-0.25)
TXN6EDSV98FI8T6EN6P,94.56,Critical Risk,Third-Party Payment Web,"{'Third-Party Payment Web': 71.69, 'Money Mule Network': 13.61, 'Charity Abuse': 6.3}",transaction_amount (0.92) | transaction_status (0.43) | transaction_mode_channel_bank (0.42)
TXNRZPJAPJPNNJZ95V8,0.04,Low Risk,Money Mule Network,"{'Money Mule Network': 50.41, 'Third-Party Payment Web': 33.62, 'Circular Transaction Loop': 5.42}",transaction_amount (0.61) | transaction_mode_channel_bank (0.48) | cp_fraud_rate_hist (0.46)
TXN7WZ2Y71X65EVVAOR,0.06,Low Risk,Money Mule Network,"{'Money Mule Network': 48.74, 'Charity Abuse': 28.6, 'Circular Transaction Loop': 8.35}",transaction_amount (0.71) | cp_fraud_rate_hist (0.64) | transaction_mode_channel_bank (0.45)
TXN8JTCSDTXOK7G7WM6,0.01,Low Risk,Money Mule Network,"{'Money Mule Network': 43.2, 'Circular Transaction Loop': 33.99, 'Rapid Multi-Hop Layering': 15.0}",transaction_amount (0.93) | receiver_bal_ratio_after_to_current (-0.49) | transaction_status (0.42)
TXNSDUDWI8ILD7X4DD8,4.16,Low Risk,Third-Party Payment Web,"{'Third-Party Payment Web': 89.24, 'Charity Abuse': 6.32, 'Money Mule Network': 1.99}",transaction_mode_channel_bank (0.54) | receiver_bal_ratio_after_to_current (-0.48) | transaction_status (0.39)
TXNL3LWY0AGTPSRCXI0,19.71,Medium Risk,Third-Party Payment Web,"{'Third-Party Payment Web': 41.11, 'Money Mule Network': 35.15, 'Charity Abuse': 8.7}",transaction_amount (0.71) | transaction_status (0.42) | transaction_mode_channel_bank (0.38)
TXNANVRWZYCJWFE878W,0.05,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 53.55, 'Money Mule Network': 27.25, 'Circular Transaction Loop': 11.79}",acct_fraud_rate_hist (-0.44) | transaction_mode_channel_bank (-0.36) | transaction_status (0.35)
TXNE02QBZVFFE5ASB11,0.1,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 55.44, 'Funnel Account Network': 32.28, 'Charity Abuse': 9.84}",transaction_amount (-1.48) | acct_fraud_rate_hist (-0.89) | cp_fraud_rate_hist (-0.43)
TXN42TMAF264PKB50OC,98.86,Critical Risk,Third-Party Payment Web,"{'Third-Party Payment Web': 74.2, 'Funnel Account Network': 15.83, 'Money Mule Network': 4.71}",cp_fraud_rate_hist (0.67) | transaction_amount (0.62) | transaction_mode_channel_bank (0.54)
TXNUHC8Y8G29EGWESOZ,0.05,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 66.28, 'Money Mule Network': 27.77, 'Funnel Account Network': 2.17}",transaction_amount (0.61) | acct_fraud_rate_hist (-0.57) | transaction_mode_channel_bank (-0.40)
TXNQVKVLG88Z92G4370,0.11,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 25.15, 'Money Mule Network': 21.89, 'Rapid Multi-Hop Layering': 17.62}",acct_fraud_rate_hist (-0.88) | transaction_status (0.35) | hr (-0.32)
TXNCAOLQQ7NOCWTKE0H,85.68,Critical Risk,Money Mule Network,"{'Money Mule Network': 43.45, 'Rapid Multi-Hop Layering': 41.54, 'Circular Transaction Loop': 8.1}",transaction_amount (0.80) | acct_fraud_rate_hist (-0.48) | transaction_mode_channel_bank (0.42)
TXNHQ9DGHOXUUV8I0BT,0.93,Low Risk,Money Mule Network,"{'Money Mule Network': 45.95, 'Rapid Multi-Hop Layering': 41.36, 'Circular Transaction Loop': 8.76}",transaction_amount (0.74) | hr (-0.41) | acct_fraud_rate_hist (-0.41)
TXNRFXM19BWUUQWDHD1,99.63,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 88.33, 'Money Mule Network': 7.55, 'Circular Transaction Loop': 3.08}",transaction_amount (0.86) | acct_fraud_rate_hist (-0.63) | transaction_status (0.42)
TXNL21A3TPS4DINCK2Y,98.35,Critical Risk,Third-Party Payment Web,"{'Third-Party Payment Web': 57.52, 'Charity Abuse': 23.79, 'Funnel Account Network': 16.43}",transaction_mode_channel_bank (0.61) | cp_fraud_rate_hist (0.52) | transaction_status (0.44)
TXNHTHUQUQKGHT0VNZX,98.34,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 75.65, 'Pass-Through Transit Hub': 13.17, 'Circular Transaction Loop': 6.75}",transaction_amount (2.22) | community_risk_x_amount (0.37) | transaction_status (0.36)
TXN871MLZIRJI14066J,94.51,Critical Risk,Third-Party Payment Web,"{'Third-Party Payment Web': 31.92, 'Money Mule Network': 22.72, 'Charity Abuse': 15.44}",transaction_amount (0.74) | cp_fraud_rate_hist (0.65) | transaction_mode_channel_bank (0.48)
TXN5XEEMUY3HF81VS46,0.03,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 36.99, 'Money Mule Network': 30.56, 'Funnel Account Network': 18.45}",acct_fraud_rate_hist (0.61) | transaction_amount (0.60) | transaction_status (0.42)
TXNMPHRWN3I0DA1CYMY,99.57,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 74.37, 'Circular Transaction Loop': 15.04, 'Money Mule Network': 6.11}",transaction_amount (0.96) | transaction_mode_channel_bank (0.52) | transaction_status (0.43)
TXNRIYRCBOCGP76TI65,90.59,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 70.06, 'Circular Transaction Loop': 21.52, 'Underground Banking (Hawala)': 3.16}",transaction_amount (2.00) | transaction_status (0.35) | acct_fraud_rate_hist (0.32)
TXNW7UUZV9YSK4Z8TYR,90.86,Critical Risk,Funnel Account Network,"{'Funnel Account Network': 52.91, 'Money Mule Network': 19.74, 'Rapid Multi-Hop Layering': 16.12}",transaction_amount (0.75) | cp_fraud_rate_hist (0.62) | acct_fraud_rate_hist (0.56)
TXN1S1IJX8OWJ6MQD9M,97.7,Critical Risk,Third-Party Payment Web,"{'Third-Party Payment Web': 41.08, 'Funnel Account Network': 35.76, 'Charity Abuse': 13.24}",transaction_amount (0.77) | acct_fraud_rate_hist (0.67) | transaction_mode_channel_bank (0.48)
TXNSWDS60CSI6HDO7AP,0.08,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 57.09, 'Funnel Account Network': 40.58, 'Charity Abuse': 2.12}",transaction_amount (-1.02) | acct_fraud_rate_hist (0.94) | debit_summation_period_x (0.36)
TXN5FMOH1W5GENANJE8,97.69,Critical Risk,Third-Party Payment Web,"{'Third-Party Payment Web': 52.64, 'Money Mule Network': 20.88, 'Funnel Account Network': 11.53}",transaction_amount (0.85) | acct_fraud_rate_hist (0.74) | transaction_mode_channel_bank (0.50)
TXNCV0SODEB7ZELNRFJ,0.07,Low Risk,Funnel Account Network,"{'Funnel Account Network': 91.82, 'Structuring (Smurfing)': 4.16, 'Charity Abuse': 2.89}",transaction_amount (-1.27) | acct_fraud_rate_hist (0.35) | transaction_status (0.31)
TXNGLQTGB7FHYXNJ56Z,99.17,Critical Risk,Third-Party Payment Web,"{'Third-Party Payment Web': 49.76, 'Funnel Account Network': 18.91, 'Money Mule Network': 11.23}",transaction_amount (0.82) | acct_fraud_rate_hist (0.70) | cp_fraud_rate_hist (0.62)
